participant_id,age,employment,ethnicity,gender,language,language2,level_of_education,location,group_id,work,area_of_work,discipline,agreeableness,conscientiousness,extraversion,neuroticism,openness,perceived_creativity,time_perception,number_perception,effort,role,relationship_importance,feedback_importance
i35074,29,Not in paid work - student,Other ethnic group,Male,No but I speak it fluently,Thai,Undergraduate degree (BA/BSc/other),Asia,35068,7,"Marketing, advertising and PR",Business and management,4.5,4.25,2.25,2.25,3.75,3.0,5.0,4.0,20%-40%,Generating and evaluating ideas,5.0,5.0
i35076,30,Not in paid work - student,Other ethnic group,Male,No but I speak it fluently,Thai,Undergraduate degree (BA/BSc/other),Asia,35068,7,"Business, consulting and management",Engineering and technology,3.5,3.0,1.75,2.75,3.75,2.0,2.0,2.0,20%-40%,Generating and evaluating ideas,4.0,5.0
i35856,22,Due to start a new job,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,35850,1,"Business, consulting and management",Economics,3.75,4.0,3.5,2.0,2.75,4.0,1.0,1.0,80%-100%,Generating ideas,3.0,3.0
i35858,22,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Europe,35850,1,"Accountancy, banking and finance",Economics,4.0,4.75,3.5,3.0,5.0,4.0,2.0,1.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35859,18,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,"Uzbek, Russian",High school diploma/A-levels,Asia,35850,0,Prefer not to say,Medicine and health,4.0,4.25,4.0,1.0,3.5,4.0,1.0,2.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i35455,22,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,35452,0,0,Engineering and technology,4.0,3.75,2.5,2.5,1.75,3.0,2.0,5.0,40%-60%,Moderating the discussion,4.0,4.0
i35454,25,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35452,1,"Accountancy, banking and finance",Business and management,3.5,4.0,2.0,2.25,3.5,3.0,3.0,3.0,60%-80%,Generating and evaluating ideas,4.0,3.0
i35453,24,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35452,1,"Business, consulting and management",Other,3.5,3.0,3.25,3.0,3.0,3.0,2.0,5.0,40%-60%,Generating ideas,4.0,4.0
i35422,21,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Europe,35420,0,0,Economics,5.0,4.0,4.25,3.0,2.5,4.0,2.0,3.0,60%-80%,Generating and evaluating ideas,2.0,4.0
i35421,24,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,35420,0,0,Medicine and health,3.75,3.25,2.0,2.0,4.25,3.0,3.0,4.0,60%-80%,Keeping notes,4.0,4.0
i35423,31,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,35420,8,Other,Biology,4.75,2.75,3.75,3.25,4.75,3.0,2.0,2.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i35425,24,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,35420,2,Healthcare,Medicine and health,4.25,3.25,5.0,3.5,5.0,3.0,1.0,5.0,60%-80%,Evaluating ideas,5.0,5.0
i35424,21,Unemployed (and job seeking),"White - British, Irish, other",Female,No but I speak it fluently,Polish,Undergraduate degree (BA/BSc/other),Europe,35420,1,Information technology,Computer science,4.25,2.5,3.25,5.0,3.5,4.0,4.0,2.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i35428,32,Full-time employed,Other ethnic group,Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Other,35420,4,Science and pharmaceuticals,Chemistry,2.75,5.0,1.5,4.0,3.5,2.0,2.0,3.0,40%-60%,Generating and evaluating ideas,5.0,4.0
i36200,23,Not in paid work - student,"White - British, Irish, other",Female,No but I speak it fluently,Italian,Graduate degree (MA/MSc/MPhil/other),Europe,36196,0,0,Medicine and health,3.75,2.75,2.5,3.75,4.0,4.0,2.0,2.0,20%-40%,Generating ideas,4.0,4.0
i36202,22,Not in paid work - student,Other ethnic group,Female,Yes,,Undergraduate degree (BA/BSc/other),Asia,36196,0,0,Physics,4.5,4.5,3.0,3.0,4.0,4.0,2.0,2.0,60%-80%,Moderating the discussion,5.0,5.0
i36199,24,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Cantonese,Undergraduate degree (BA/BSc/other),Asia,36196,1,Public services and administration,Education,5.0,3.25,3.75,3.5,4.75,4.0,3.0,2.0,60%-80%,Generating ideas,5.0,2.0
i36203,23,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,36196,2,"Business, consulting and management",Economics,4.25,3.5,1.5,3.5,4.0,2.0,1.0,4.0,40%-60%,Generating and evaluating ideas,5.0,5.0
i36201,35,Not in paid work - student,Mixed race - White and other,Male,No,Russian,Graduate degree (MA/MSc/MPhil/other),Europe,36196,5,"Teacher, training and education","Religious studies, divinity, and theology",4.25,2.25,1.25,2.0,5.0,5.0,4.0,2.0,60%-80%,Generating ideas,5.0,2.0
i36198,25,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,CHINESE,Graduate degree (MA/MSc/MPhil/other),Asia,36196,0,"Teacher, training and education",History,3.5,3.25,2.75,3.0,3.5,2.0,4.0,1.0,40%-60%,Generating ideas,4.0,3.0
i34350,28,Unemployed (and job seeking),Prefer not to say,Female,No but I speak it fluently,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,34348,6,"Accountancy, banking and finance",Business and management,4.0,4.0,4.0,2.5,2.5,4.0,2.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i34349,26,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34348,2,Media and internet,Business and management,5.0,3.5,5.0,1.75,4.25,4.0,4.0,1.0,60%-80%,Moderating the discussion,5.0,3.0
i34351,26,Unemployed (and job seeking),Chinese / Chinese British,Female,No,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34348,3,Creative arts and design,Architecture and design,4.0,3.75,3.25,3.5,4.5,4.0,2.0,2.0,60%-80%,Generating ideas,4.0,3.0
i34406,38,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34402,12,"Business, consulting and management",Business and management,3.75,3.75,2.75,3.5,3.0,4.0,4.0,4.0,40%-60%,Generating and evaluating ideas,3.0,4.0
i34407,28,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,34402,4,Transport and logistics,Architecture and design,3.5,4.0,1.5,3.0,5.0,4.0,2.0,4.0,40%-60%,Generating and evaluating ideas,3.0,4.0
i34405,28,Part-time employed,Other ethnic group,Male,No but I speak it fluently,Spanish,Graduate degree (MA/MSc/MPhil/other),South America,34402,6,"Accountancy, banking and finance",Economics,4.25,4.5,1.5,3.5,4.5,4.0,2.0,4.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i35688,26,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,No but I speak it fluently,Lugbara,Graduate degree (MA/MSc/MPhil/other),Africa,35681,1,Healthcare,Medicine and health,4.75,4.75,3.75,2.0,4.25,4.0,4.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i35687,60,Full-time employed,"White - British, Irish, other",Male,Yes,N,Undergraduate degree (BA/BSc/other),Europe,35681,40,"Teacher, training and education",Education,4.25,3.25,3.75,3.75,3.5,4.0,4.0,5.0,60%-80%,Moderating the discussion,4.0,3.0
i35685,26,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35681,0,Healthcare,Other,3.5,2.75,2.0,2.5,4.75,2.0,4.0,4.0,20%-40%,Moderating the discussion,4.0,4.0
i35686,25,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35681,0,,Business and management,4.5,5.0,2.5,1.25,4.0,4.0,5.0,5.0,40%-60%,Generating and evaluating ideas,5.0,4.0
i35692,25,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,No,Twi,Graduate degree (MA/MSc/MPhil/other),Africa,35681,2,Other,Other,3.25,4.75,1.5,3.25,3.0,4.0,4.0,4.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34262,21,Due to start a new job,Chinese / Chinese British,Male,No but I speak it fluently,German,Graduate degree (MA/MSc/MPhil/other),Europe,34253,1,"Business, consulting and management",Business and management,2.5,3.75,2.75,2.5,4.25,4.0,1.0,1.0,40%-60%,Keeping notes,5.0,4.0
i34261,33,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34253,5,Information technology,Archaeology,4.0,3.25,2.0,2.5,4.0,2.0,2.0,2.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i34263,25,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34253,3,"Marketing, advertising and PR",Business and management,3.5,2.25,3.25,3.0,3.25,,,,,,,
i34997,30,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Thai,Undergraduate degree (BA/BSc/other),Asia,34996,7,"Business, consulting and management",Business and management,4.0,4.0,2.25,3.0,3.25,3.0,4.0,5.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i34999,26,Not in paid work - student,Other ethnic group,Female,No but I speak it fluently,Indonesian,Undergraduate degree (BA/BSc/other),Asia,34996,3,"Business, consulting and management",Business and management,4.0,2.0,2.5,4.25,4.0,3.0,4.0,5.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34998,29,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Japanese,Undergraduate degree (BA/BSc/other),Asia,34996,6,"Business, consulting and management",Business and management,4.0,4.25,3.5,2.25,2.25,3.0,2.0,5.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36145,24,Due to start a new job,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Undergraduate degree (BA/BSc/other),Asia,36143,1,"Marketing, advertising and PR",Psychology,4.0,4.25,3.0,2.75,4.0,5.0,5.0,2.0,60%-80%,Generating ideas,3.0,2.0
i36146,24,Full-time employed,"White - British, Irish, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,36143,0,Other,Computer science,4.5,3.0,2.25,3.5,5.0,3.0,2.0,4.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i36147,24,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,36143,2,"Teacher, training and education",Psychology,4.5,3.0,4.25,2.75,5.0,4.0,2.0,2.0,40%-60%,Generating and evaluating ideas,5.0,4.0
i36108,28,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,No,,Undergraduate degree (BA/BSc/other),Africa,36105,3,0,Medicine and health,4.0,2.5,1.25,2.75,4.5,3.0,4.0,4.0,40%-60%,Evaluating ideas,2.0,4.0
i36106,34,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Gujarati,Graduate degree (MA/MSc/MPhil/other),Asia,36105,10,"Accountancy, banking and finance",Business and management,4.25,4.0,1.5,2.25,2.75,4.0,4.0,5.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i36109,31,Not in paid work - student,Mixed race - White and other,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,36105,6,"Teacher, training and education",Education,4.75,3.5,3.5,3.0,4.25,3.0,4.0,4.0,60%-80%,Generating ideas,4.0,4.0
i36107,28,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Male,No,Ghanaian Twi Language,Graduate degree (MA/MSc/MPhil/other),Africa,36105,4,Environment and agriculture,Agriculture,3.5,2.25,4.0,3.0,2.75,3.0,4.0,4.0,60%-80%,Moderating the discussion,5.0,5.0
i36111,28,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,No but I speak it fluently,Igbo,Undergraduate degree (BA/BSc/other),Africa,36105,4,Healthcare,Medicine and health,4.25,4.25,2.0,1.5,3.25,4.0,5.0,4.0,60%-80%,Moderating the discussion,4.0,4.0
i35318,20,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Tamil,Undergraduate degree (BA/BSc/other),Asia,35315,0,Other,Engineering and technology,3.75,3.25,3.5,3.75,4.25,3.0,2.0,1.0,60%-80%,Keeping notes,2.0,4.0
i35319,22,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),North America,35315,1,Energy and utilities,Environmental studies and forestry,4.5,3.5,3.75,2.75,3.25,2.0,4.0,5.0,60%-80%,Generating and evaluating ideas,4.0,3.0
i35316,25,Unemployed (and job seeking),Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Undergraduate degree (BA/BSc/other),Asia,35315,0,0,Business and management,3.5,3.25,2.5,2.5,3.25,4.0,3.0,2.0,20%-40%,Generating ideas,4.0,4.0
i35320,26,Unemployed (and job seeking),Chinese / Chinese British,Female,No but I speak it fluently,chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35315,1,"Business, consulting and management",Psychology,4.0,3.0,3.25,3.25,3.75,3.0,2.0,3.0,40%-60%,Generating ideas,4.0,3.0
i35317,33,Part-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Indonesian,Undergraduate degree (BA/BSc/other),Asia,35315,8,Information technology,Computer science,4.0,4.5,4.25,2.0,4.5,4.0,4.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35321,26,Part-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Doctorate degree (PhD/other),Asia,35315,3,"Business, consulting and management",Business and management,2.75,3.25,3.25,3.25,3.0,4.0,2.0,3.0,60%-80%,Evaluating ideas,3.0,2.0
i34233,22,Self-employed,Chinese / Chinese British,Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34231,2,Retail,Law,2.75,4.0,5.0,1.0,3.5,4.0,2.0,1.0,60%-80%,Generating ideas,4.0,5.0
i34234,26,Self-employed,Chinese / Chinese British,Male,No,Chinese,Graduate degree (MA/MSc/MPhil/other),Europe,34231,2,Information technology,Engineering and technology,3.75,2.75,4.25,2.75,5.0,4.0,2.0,4.0,60%-80%,Moderating the discussion,4.0,4.0
i34236,26,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34231,2,"Accountancy, banking and finance",Business and management,3.0,3.75,3.25,2.0,4.5,1.0,1.0,1.0,40%-60%,Generating ideas,5.0,5.0
i34238,21,Due to start a new job,Chinese / Chinese British,Male,No,,Graduate degree (MA/MSc/MPhil/other),Europe,34231,1,"Business, consulting and management",Business and management,4.25,3.75,2.25,1.75,4.25,4.0,2.0,2.0,20%-40%,Generating and evaluating ideas,4.0,4.0
i34239,33,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34231,5,Information technology,Archaeology,3.75,3.5,2.25,2.75,4.25,3.0,4.0,2.0,40%-60%,Evaluating ideas,4.0,4.0
i34240,33,Not in paid work - student,"White - British, Irish, other",Male,No but I speak it fluently,Greek,Graduate degree (MA/MSc/MPhil/other),Europe,34231,6,Engineering and manufacturing,Architecture and design,4.0,4.75,3.0,2.5,3.0,2.0,3.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36382,27,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36355,5,Healthcare,Medicine and health,4.0,3.5,2.75,2.0,3.75,4.0,4.0,4.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i36381,28,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36355,2,Hospotality and events management,Medicine and health,4.5,4.75,2.75,3.5,4.5,5.0,4.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36383,32,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Other,36355,5,0,Medicine and health,4.5,5.0,1.5,1.5,5.0,5.0,5.0,5.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36289,22,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Other,36283,2,Other,Medicine and health,4.5,2.25,2.5,2.5,2.75,4.0,4.0,2.0,40%-60%,Keeping notes,4.0,3.0
i36288,23,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36283,0,0,Economics,3.75,1.75,2.75,4.0,3.75,3.0,2.0,2.0,Below 20%,Generating ideas,2.0,3.0
i36287,32,Not in paid work - student,"White - British, Irish, other",Male,No but I speak it fluently,Greek,Doctorate degree (PhD/other),Europe,36283,9,Healthcare,Medicine and health,4.5,2.0,5.0,4.75,5.0,5.0,4.0,3.0,80%-100%,Generating and evaluating ideas,3.0,5.0
i36285,22,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,36283,0,0,Economics,2.75,4.0,2.25,2.5,2.25,3.0,4.0,2.0,20%-40%,Generating and evaluating ideas,3.0,4.0
i36286,29,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,36283,6,"Teacher, training and education",Education,4.5,4.25,4.25,2.75,4.75,4.0,3.0,2.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36290,53,Other,"White - British, Irish, other",Male,No but I speak it fluently,Russian,Graduate degree (MA/MSc/MPhil/other),Asia,36283,35,Engineering and manufacturing,Business and management,3.75,3.5,3.25,2.25,5.0,4.0,2.0,2.0,Below 20%,Generating ideas,2.0,1.0
i36505,28,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36490,3,Healthcare,Medicine and health,4.5,4.5,2.25,3.5,3.75,5.0,5.0,2.0,80%-100%,Generating and evaluating ideas,4.0,5.0
i36508,36,Unemployed (and job seeking),"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Other,36490,15,Healthcare,Psychology,4.75,4.0,3.0,4.0,5.0,4.0,5.0,1.0,80%-100%,Moderating the discussion,4.0,4.0
i36509,36,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36490,6,Science and pharmaceuticals,Medicine and health,5.0,5.0,2.25,2.25,5.0,4.0,5.0,4.0,60%-80%,Generating and evaluating ideas,4.0,5.0
i36507,31,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,No,Igbo,Undergraduate degree (BA/BSc/other),Africa,36490,8,Healthcare,Medicine and health,4.5,4.5,3.5,1.5,4.75,4.0,4.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36510,26,Full-time employed,Other ethnic group,Male,No,Thai,Graduate degree (MA/MSc/MPhil/other),Asia,36490,2,Healthcare,Medicine and health,3.0,3.0,2.75,1.75,4.5,3.0,3.0,2.0,60%-80%,Generating and evaluating ideas,3.0,3.0
i36506,30,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36490,6,Healthcare,Medicine and health,5.0,4.25,3.5,3.0,4.0,4.0,5.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36402,22,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Europe,36387,3,Retail,Computer science,3.25,3.5,3.75,2.5,4.25,4.0,4.0,3.0,60%-80%,Keeping notes,4.0,4.0
i36403,28,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Marwadi,Graduate degree (MA/MSc/MPhil/other),Asia,36387,2,Other,Physics,4.25,4.5,2.5,4.25,4.0,4.0,3.0,4.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i36401,36,Unemployed (and job seeking),"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Other,36387,10,Healthcare,Psychology,4.25,3.75,2.75,3.75,5.0,4.0,4.0,1.0,80%-100%,Generating and evaluating ideas,4.0,3.0
i34680,29,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34673,6,"Business, consulting and management",Business and management,4.25,4.25,4.0,2.75,2.75,4.0,4.0,3.0,60%-80%,Generating ideas,4.0,4.0
i34679,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Indonesian,Graduate degree (MA/MSc/MPhil/other),Asia,34673,5,"Accountancy, banking and finance",Business and management,4.0,3.25,2.75,4.0,3.25,4.0,4.0,4.0,40%-60%,Generating and evaluating ideas,3.0,2.0
i34681,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,,Graduate degree (MA/MSc/MPhil/other),Asia,34673,4,"Business, consulting and management",Business and management,3.0,3.0,3.0,3.75,3.0,4.0,1.0,2.0,40%-60%,Generating and evaluating ideas,4.0,3.0
i34332,28,Full-time employed,"Black / Black British - Caribbean, African, other",Male,No but I speak it fluently,French,Graduate degree (MA/MSc/MPhil/other),Asia,34326,8,"Business, consulting and management",Business and management,3.0,3.25,2.75,3.0,3.5,3.0,3.0,3.0,20%-40%,Generating and evaluating ideas,3.0,3.0
i34334,43,Full-time employed,Prefer not to say,Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34326,15,"Business, consulting and management",Business and management,3.25,3.25,2.25,3.25,4.0,3.0,3.0,3.0,20%-40%,Moderating the discussion,4.0,3.0
i34340,38,Full-time employed,Chinese / Chinese British,Male,No but I speak it fluently,Cantonese,Graduate degree (MA/MSc/MPhil/other),Asia,34326,17,"Accountancy, banking and finance",Business and management,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,80%-100%,Generating and evaluating ideas,3.0,3.0
i35804,28,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35801,0,,Sociology,3.0,2.75,4.0,3.5,4.0,1.0,2.0,4.0,Below 20%,Evaluating ideas,2.0,3.0
i35803,27,Unemployed (and job seeking),Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35801,2,"Business, consulting and management",Business and management,4.5,3.0,2.75,4.5,3.5,3.0,4.0,4.0,40%-60%,Generating and evaluating ideas,3.0,3.0
i35802,21,Other,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Asia,35801,1,Other,Economics,3.75,2.75,2.75,4.5,3.75,3.0,2.0,2.0,60%-80%,Keeping notes,5.0,4.0
i35806,24,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35801,0,Science and pharmaceuticals,Engineering and technology,5.0,3.0,3.0,1.75,4.5,3.0,1.0,3.0,20%-40%,Generating and evaluating ideas,4.0,3.0
i35807,23,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Undergraduate degree (BA/BSc/other),Asia,35801,2,Engineering and manufacturing,Engineering and technology,2.5,2.75,2.75,2.5,4.0,5.0,3.0,2.0,60%-80%,Generating and evaluating ideas,3.0,3.0
i35808,37,Full-time employed,Other ethnic group,Male,No but I speak it fluently,Arab,Undergraduate degree (BA/BSc/other),Asia,35801,18,Retail,Business and management,4.5,4.0,3.5,4.25,4.75,5.0,2.0,4.0,40%-60%,Evaluating ideas,4.0,3.0
i35263,22,Part-time employed,Mixed race - Other,Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,35260,1,"Teacher, training and education",History,1.0,2.0,2.5,3.0,3.25,1.0,4.0,2.0,80%-100%,Moderating the discussion,2.0,2.0
i35265,26,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,No but I speak it fluently,Swahili,Undergraduate degree (BA/BSc/other),Africa,35260,2,Healthcare,Medicine and health,2.5,3.0,2.5,4.0,2.25,2.0,1.0,1.0,Below 20%,Evaluating ideas,4.0,3.0
i35264,25,Unemployed (and job seeking),Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35260,0,"Business, consulting and management",Business and management,3.5,3.0,3.0,2.0,4.5,4.0,5.0,2.0,80%-100%,Generating and evaluating ideas,5.0,3.0
i35269,24,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,,Graduate degree (MA/MSc/MPhil/other),Asia,35260,0,"Teacher, training and education",Economics,3.75,3.25,3.25,3.25,3.75,2.0,2.0,2.0,20%-40%,Moderating the discussion,4.0,3.0
i35268,28,Full-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35260,4,Science and pharmaceuticals,Mathematics,4.75,4.25,2.75,4.25,3.75,3.0,2.0,2.0,20%-40%,Moderating the discussion,2.0,4.0
i35267,22,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Asia,35260,2,0,Computer science,4.0,3.25,3.5,2.25,3.25,3.0,4.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36230,26,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,36225,1,Environment and agriculture,Geography,3.5,4.0,3.0,3.0,2.5,2.0,2.0,2.0,40%-60%,Evaluating ideas,3.0,3.0
i36226,26,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Undergraduate degree (BA/BSc/other),Asia,36225,2,Charity and voluntary work,Political science,4.25,2.75,1.5,5.0,2.75,2.0,3.0,2.0,40%-60%,Evaluating ideas,5.0,4.0
i36231,23,Part-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Mandarine,Graduate degree (MA/MSc/MPhil/other),Asia,36225,0,Science and pharmaceuticals,Chemistry,4.5,5.0,3.25,4.5,4.75,3.0,3.0,3.0,20%-40%,Generating ideas,5.0,5.0
i36232,51,Full-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Doctorate degree (PhD/other),Asia,36225,30,Information technology,Sociology,4.0,5.0,3.25,2.5,4.0,4.0,3.0,2.0,80%-100%,Generating ideas,4.0,4.0
